GPU 1 UTIL,GPU 1 SCLK,GPU 1 MCLK,GPU 1 TEMP,GPU 1 Hotspot,GPU 1 PWR,GPU VRAM 1 UTIL,FPS,CPU UTIL,RAM UTIL,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER
87,2209,1988,70,88,276,4113,110.000,4.19,10.30,4.509,1.363,73.968,52.426
99,2156,1988,71,90,280,4113,73.000,4.24,10.30,4.382,1.365,73.198,50.936
98,2162,1988,71,91,279,4114,57.000,3.63,10.30,3.807,1.354,70.418,42.852
99,2165,1988,70,90,281,4114,58.000,3.61,10.30,2.911,1.344,66.422,37.066
98,2171,1988,71,90,280,4114,59.000,1.45,10.31,3.291,1.348,67.150,38.214
99,2149,1988,71,91,282,4114,60.000,3.68,10.30,2.983,1.344,66.290,37.851
99,2160,1990,71,92,282,4115,61.000,3.15,10.29,3.381,1.357,68.204,39.854
98,2175,1990,72,90,280,4115,62.000,1.19,10.30,3.111,1.345,66.802,38.928
98,2176,1988,71,91,280,4115,63.000,1.12,10.29,3.492,1.356,68.437,40.686
98,2161,1988,71,91,280,4115,64.000,4.03,10.30,3.316,1.358,68.040,41.034
99,2171,1988,71,90,281,4115,64.000,4.44,10.29,3.434,1.350,68.720,41.387
98,2181,1988,71,90,280,4115,66.000,3.10,10.30,3.403,1.361,68.118,41.339
99,2175,1990,71,90,282,4115,68.000,1.52,10.30,3.695,1.360,69.510,43.083
99,2203,1988,71,90,281,4115,65.000,4.04,10.30,3.455,1.362,69.216,43.314
99,2196,1988,71,92,281,4115,56.000,2.51,10.29,4.090,1.365,71.277,46.454
99,2203,1988,71,91,280,4115,56.000,0.98,10.30,4.335,1.366,72.165,49.436
97,2203,1990,72,89,280,4115,56.000,3.98,10.29,4.395,1.365,73.541,51.096
98,2205,1988,71,92,281,4116,54.000,4.39,10.29,4.357,1.364,73.464,50.838
90,2104,1988,71,92,279,4117,54.000,0.99,10.29,4.428,1.365,74.115,51.020
96,2192,1988,71,91,282,4117,53.000,4.70,10.29,4.351,1.364,73.586,50.533
96,2191,1988,72,91,281,4117,53.000,3.12,10.29,4.321,1.364,74.843,51.108
98,2212,1988,72,91,281,4117,53.000,1.78,10.29,4.316,1.364,74.291,51.026
